ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated
4928,"Sanchez, Alex",So Hard to Say,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4929,"Sanchez, Alex",So Hard to Say,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4930,"Oluo, Ijeoma",So You Want to Talk About Race,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4931,"Oluo, Ijeoma",So You Want to Talk About Race,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4932,"Oluo, Ijeoma",So You Want to Talk About Race,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4933,"Oluo, Ijeoma",So You Want to Talk About Race,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4934,"Ronson, Jon",So You've Been Publicly Shamed,,,,Targeted During Board Meeting,Group,Unknown,Moms for Liberty says it has paused all challenges against sexually expolicit books while school board updates policies.,,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,,,,,,,,
4935,"Ronson, Jon",So You've Been Publicly Shamed,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,Unknown,,,,,,,
4936,"Ronson, Jon",So You've Been Publicly Shamed,,,,Formal Challenge,Community Member,Challenged - Removed While Under Review,Internally reconsidered according to the selection process. This book has been weeded from the collection and is no longer available for checkout.,Weeded/Deselected,,,School,December,2021,TX,Keller ISD,,,,,Unknown,,,,,,,
4937,"Javaherbin, Mina",Soccer Star,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
4938,"Beaty, Andrea","Sofia Valdez, Future Prez",,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4939,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
4940,"McCormick, Patricia",Sold,,,,,,,,,,,School,October,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
4941,"McCormick, Patricia",Sold,,,,Formal Challenge,,Challenged - Removed While Under Review,,,,,School,November,2022,FL,Brevard County Public Schools,,Brevard,,,,,,,,,,
4942,"McCormick, Patricia",Sold,,,,,,,,Retained,,,School,August,2022,IA,Carroll Community School District,,Carroll County,,,,,,,,Former CHS Librarian weights-in on book debate,Two More Books Voted to remain in CHS Library,
4943,"McCormick, Patricia",Sold,,,,,,Challenged - On Shelves,"9/2022Paused - while school division fixes the ""problems in their book selection and contestation processes.""",,,,School,August,2022,VA,Fauquier County Public Schools,,Fauquier,,,,,,,,,,
4944,"McCormick, Patricia",Sold,,,,,Group,Challenged - On Shelves,Challenged by M4L representative,,,,School,,,FL,Flagler Schools,,Flagler,,,,,,,,,,
4945,"McCormick, Patricia",Sold,,,,,,,,Retained Restricted,Yes,Restricted to HS,School,,,FL,Flagler Schools,,Flagler,,,,,,,,,,
4946,"McCormick, Patricia",Sold,,,,,,Challenged - On Shelves,,,,,School,November,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
4947,"McCormick, Patricia",Sold,,,,,,,,Retained Restricted,Yes,,School,August,2022,FL,School District of Manatee County,,Manatee,,,,,,,,,,
4948,"McCormick, Patricia",Sold,,,,,,,,Retained,,,School,Fall,2022,VA,Spotsylvania County Public Schools,,Spotsylvania,,,,,,,,,,
4949,"McCormick, Patricia",Sold,,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,,,,,
4950,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,ND,Williston Basin School District #7,,,,,,,,,,,,
4951,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
4952,"McCormick, Patricia",Sold,,,,,,,,Retained Restricted,Yes,requires parental consent,School,December,2022,FL,Seminole County Public Schools,,Seminole,,,,,,,,,,
4953,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Volusia County Schools,,Volusia,,,,,,,,,,
4954,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
4955,"McCormick, Patricia",Sold,,,,,,,,Retained/Restricted,Yes,Restricted to HS,School,October,2022,FL,Broward County Public Schools,,Broward,,,,,,,,,,
4956,"McCormick, Patricia",Sold,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
4958,"McCormick, Patricia",Sold,,,,Formal Challenge,Parent,Challenged - Removed While Under Review,,Still in Process,,,School,April,2023,OR,Canby School District,,,,,,,4/15/2023,https://www.kptv.com/2023/04/11/canby-parents-students-upset-after-36-books-pulled-school-libraries/,,,,
4959,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,"Aberrant sexual acitvities, prostitution, explicit violence and rape of a minor",Still in Process,,,School,February,2023,PA,Central Bucks School District,,,,,,On shelves,4/17/2023,In efiles,,,,
4960,"McCormick, Patricia",Sold,,,,Formal,,Challenged - Location Unknown,,Retained,,,School,January,2023,PA,Central York School District,,York,,,,,,https://www.yorkdispatch.com/story/news/education/2023/03/14/more-than-year-after-book-ban-backlash-central-york-quietly-removes-novel-from-library/70005164007/,,,,
4961,"McCormick, Patricia",Sold,,,,,,Challenged - Location Unknown,,Banned,,,School,February,2023,FL,Martin County Schools,,Martin,,,,,,https://www.wptv.com/news/education/dozens-of-books-removed-from-martin-county-schools,,,,
4962,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,February,2023,NC,Pender County Schools,,Pender,,,,,,https://portcitydaily.com/local-news/2023/02/15/41-books-will-come-off-pender-county-schools-shelves-while-they-undergo-review/,,,,
4963,"McCormick, Patricia",Sold,,,,,,Challenged - Removed While Under Review,,,,,School,February,2023,PA,Penncrest,,,,,,,,,,,,
4964,"McCormick, Patricia",Sold,,,,Formal Challenge,Parent,Challenged - Location Unknown,First challenged in May 2022 - returned to shelves likely during appeal to board. District review committee STILL said they belonged on shelves. Superintendent said no.,Banned,No,,School,3,2023,VA,Spotsylvania County Public Schools,,Spotsylvania,,,No,Removed From Shelves,4/7/2023,https://www.nbcwashington.com/news/local/14-books-being-removed-from-spotsylvania-school-libraries/3317248/,,,,
4965,"McCormick, Patricia",Sold,,,,Internal Review From Library,Administration,Challenged - Removed While Under Review,"After two complaints (possibly more) were received in the district in fall 2022, the district initiated an internal review to “ensure materials are appropriate for students at each grade level.” While under review, the titles were not physically removed f",Unknown,,,School,November,2022,NC,Cumberland County Schools,,Cumberland,,,,Unknown,4/22/2023,https://www.fayobserver.com/story/news/education/2023/04/18/the-latest-on-cumberland-county-schools-books-review/70084133007/,https://www.fayobserver.com/story/opinion/2023/02/17/pitts-cumberland-schools-should-stop-the-book-killers-in-their-tracks/69911886007/,,,
4966,"McCormick, Patricia",Sold,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,removed 2/15 schools,Banned,,,School,November,2021,FL,Brevard County Public Schools,,Brevard,,,Unknown,,,Brevard Cty M4L Site Stating They Are On Quarentine,,,,
4967,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Retained at School Level,Retained,,,School,May,2022,UT,Davis School District,,Davis,,,Unknown,,,,,,,
4968,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,probably on shelves,Unknown,,,School,July,2022,VA,Fauquier County Public Schools,,Fauquier,,,Unknown,,,,,,,
4969,"McCormick, Patricia",Sold,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,rermoved while under review,Retained Restricted,Yes,Maybe formal challenge filed?,School,March,2022,TX,Fredericksburg ISD,,,,,Unknown,,,,,,,
4970,"McCormick, Patricia",Sold,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,May,2022,MI,Gladwin Community Schools,,,,,Unknown,,,,,,,
4971,"McCormick, Patricia",Sold,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Unknown,,,School,November,2021,FL,Indian River County Schools,,Indian River,,,Unknown,RETURNED - FL as 5/2022,,,,,,
4972,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,"Challenged for obscventiy and or mature content

 Did not violate standards - should remain on shelf - challenger appealled",Unknown,,,School,April,2022,PA,Littlestown Area School District,,,,,Unknown,,,,,,,
4973,"McCormick, Patricia",Sold,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school.

 School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School,November,2021,UT,Murray City School District,,,,,Unknown,,,,,,,
4974,"McCormick, Patricia",Sold,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,"committee recommended further review, not immediate censorship",Banned,,,School,May,2022,ID,Nampa School District,,,,,Unknown,,,,,,,
4975,"McCormick, Patricia",Sold,,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School,May,2022,FL,Sarasota County School,,Sarasota,,,Unknown,,,,,,,
4976,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,"Retained - but challenged to Board, review in process",Retained,,,School,November,2021,VA,Spotsylvania County Public Schools,,Spotsylvania,,,Unknown,,,,,,,
4977,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,RETAINED - REstricted,Retained Restricted,Yes,Restricted to Grade 8 and Above; only available in HS,School,April,2022,FL,St. Johns County School District,,St. Johns,,,Unknown,,,https://www.staugustine.com/story/news/education/2022/08/27/st-johns-county-school-board-keeps-8-books-restricts-some/7896620001/?utm_source=pocket_mylist,,,,10/05/2023
4978,"McCormick, Patricia",Sold,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,Probably on shelves,Unknown,,,School,Spring,2022,NC,Union Academy,,,,,Unknown,,,,,,,
4979,"McCormick, Patricia",Sold,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,June,2022,TN,Walter County School District,,Walter,,,Unknown,,,,,,,
4980,"Tonatiuh, Duncan",Soldier for Equality,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
4981,"Andrews, Arin",Some Assembly Required: The Not-So-Secret Life of a Transgender Teen,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4982,"Andrews, Arin",Some Assembly Required: The Not-So-Secret Life of a Transgender Teen,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4983,"James, Rory",Some Girls Bind,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4984,"Siegert, Mia",Somebody Told Me,,,,Administrative Review,Administration,Challenged - Removed While Under Review,TWO,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4985,"Levithan, David",Someday,,,,,,Challenged - Removed While Under Review,,,,,School,November,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4986,"Levithan, David",Someday,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
4987,"Blount, Patty",Someone I Used to Know,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Banned,,,School,November,2021,FL,Indian River County Schools,,Indian River,,,Unknown,,,,,,,
4988,"Blount, Patty",Someone I Used to Know,,,,Formal Challenge,Group,Challenged - On Shelves,Complaint Filed - status unclear,Unknown,,,School,January,2022,TX,Prosper ISD,,,,,Unknown,,,,,,,
4989,"Dessen, Sarah",Someone Like You,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4990,"Celano, Marianne , Collins, Mareitta , and Hazzard Ann",Something Happened in Our Town,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4991,"Celano, Marianne , Collins, Mareitta , and Hazzard Ann",Something Happened in Our Town,,,,Formal Challenge,,,,Retained,,,Public,August,2022,ID,Coeur d'Alene Public Library,,Coeur d'Alene,,Coeur d'Alene Public Library,,,,Criticism of library contents continues,,,,
4992,"Celano, Marianne , Collins, Mareitta , and Hazzard Ann",Something Happened in Our Town,,,,Administrative Review,Group,Challenged - Location Unknown,FLCA,Retained Restricted,Yes,Parental Advisory label added in Feb 2022,School,January,2022,FL,Collier County Public Schools,,Collier,,,Unknown,,,,,,,
4993,"Celano, Marianne , Collins, Mareitta , and Hazzard Ann",Something Happened in Our Town,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Restricted,Retained Restricted,Yes,,School,March,2022,MO,Fox C-6 School District,,,,,Unknown,,,,,,,
4994,"Smith, Amber",Something Like Gravity,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4995,"Doller, Trish",Something Like Normal,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4996,"Sanford, Doris",Something Must Be Wrong with Me: A Boy's Book about Sexual Abuse,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,rermoved while under review,Retained Restricted,Yes,Maybe formal challenge filed?,School,March,2022,TX,Fredericksburg ISD,,,,,Unknown,,,,,,,
4997,"Philips, L.",Sometime After Midnight,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4998,"Blount, Patty",Someone I Used to Know,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4999,"Picoult, Jodi",Songs of a Humpback Whale,,,,,,Challenged - Location Unknown,,Banned,,,School,February,2023,FL,Martin County Schools,,Martin,,,,,,https://www.wptv.com/news/education/dozens-of-books-removed-from-martin-county-schools,,,,
5000,"Winter, Jonah",Sonia Sotomayor: A Judge Grows In the Bronx,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
5001,"Lyon, George Ella",Sonny's House of Spies,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,,
